subject_id,text,interaction_type,date,language
S011,"අද රෑ නව චිත්‍රපටයක් බැලුවා. කතාව ගොඩාක් හොඳයි, නළු නිළියන්ගේ රංගනය ඇත්තෙන්ම දිනාගත්තා. කවුරුත් බලන්න ඕනෙ.",message,2024-12-22,si
S011,සතියේ දවස් කීපයක් ව්‍යායාම කළා. ශරීරය හොඳ හැඟීමක් ගත්තා. ඒ නිසා ඉදිරියටත් කරන්න හිතාගෙන ඉන්නවා.,comment,2024-07-23,si
S011,"අද රෑ නව චිත්‍රපටයක් බැලුවා. කතාව ගොඩාක් හොඳයි, නළු නිළියන්ගේ රංගනය ඇත්තෙන්ම දිනාගත්තා. කවුරුත් බලන්න ඕනෙ.",caption,2024-12-01,si
S011,අද දවස ගොඩාක් සතුටින් ගෙවුණා. පවුලේ සියල්ලෝ එකතු වෙලා හොඳ ආහාරයක් කෑවා. ළමයින්ත් ගොඩාක් සතුටු වුණා.,message,2024-02-24,si
S011,"අද රෑ නව චිත්‍රපටයක් බැලුවා. කතාව ගොඩාක් හොඳයි, නළු නිළියන්ගේ රංගනය ඇත්තෙන්ම දිනාගත්තා. කවුරුත් බලන්න ඕනෙ.",caption,2024-03-31,si
S011,මිතුරන් සමඟ ගමනක් ගිහින් ගොඩාක් ආස හිතුණා. රාත්‍රී ආහාරය ගෙන කතාබහ කළා. ඇත්තෙන්ම ආනන්දමත් දවසක් ගෙවුණා.,comment,2024-08-25,si
S011,මිතුරන් සමඟ ගමනක් ගිහින් ගොඩාක් ආස හිතුණා. රාත්‍රී ආහාරය ගෙන කතාබහ කළා. ඇත්තෙන්ම ආනන්දමත් දවසක් ගෙවුණා.,comment,2024-05-07,si
S011,සතියේ දවස් කීපයක් ව්‍යායාම කළා. ශරීරය හොඳ හැඟීමක් ගත්තා. ඒ නිසා ඉදිරියටත් කරන්න හිතාගෙන ඉන්නවා.,message,2024-03-09,si
S011,මිතුරන් සමඟ ගමනක් ගිහින් ගොඩාක් ආස හිතුණා. රාත්‍රී ආහාරය ගෙන කතාබහ කළා. ඇත්තෙන්ම ආනන්දමත් දවසක් ගෙවුණා.,caption,2024-10-13,si
S011,ගෙදර පොතක් කියෙව්වා. ගොඩාක් ඉගෙනගන්න දේවල් තිබුණා. නොදන්නා දේවල් ඕනෑ තරම් ඉගෙනගත්තා.,caption,2024-08-14,si
S011,මිතුරන් සමඟ ගමනක් ගිහින් ගොඩාක් ආස හිතුණා. රාත්‍රී ආහාරය ගෙන කතාබහ කළා. ඇත්තෙන්ම ආනන්දමත් දවසක් ගෙවුණා.,caption,2024-08-06,si
S011,සතියේ දවස් කීපයක් ව්‍යායාම කළා. ශරීරය හොඳ හැඟීමක් ගත්තා. ඒ නිසා ඉදිරියටත් කරන්න හිතාගෙන ඉන්නවා.,caption,2024-03-22,si
S011,සතියේ දවස් කීපයක් ව්‍යායාම කළා. ශරීරය හොඳ හැඟීමක් ගත්තා. ඒ නිසා ඉදිරියටත් කරන්න හිතාගෙන ඉන්නවා.,message,2024-08-18,si
S011,,react,2024-05-06,si
S011,,react,2024-05-21,si
S011,,react,2024-09-05,si
S012,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,comment,2024-02-11,ta
S012,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,message,2024-04-28,ta
S012,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,comment,2024-12-27,ta
S012,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,message,2024-07-31,ta
S012,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,message,2024-10-04,ta
S012,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,comment,2024-02-01,ta
S012,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,caption,2024-07-18,ta
S012,இன்று குடும்பத்துடன் நேரம் செலவிட்டோம். மிகவும் மகிழ்ச்சியாக இருந்தது. குழந்தைகள் விளையாடி மகிழ்ந்தனர்.,message,2024-10-21,ta
S012,காலையில் உடற்பயிற்சி செய்தேன். உடல் புத்துணர்ச்சியாக உணர்கிறது. தினமும் செய்வதை தொடர்வேன்.,message,2024-01-04,ta
S012,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,message,2024-07-18,ta
S012,இன்று வேலை நன்றாக முடிந்தது. மிகவும் திருப்தியாக இருக்கிறேன். நாளை இன்னும் சிறப்பாக செய்வேன்.,caption,2024-10-06,ta
S012,புதிய புத்தகம் படிக்க ஆரம்பித்தேன். மிகவும் சுவாரஸ்யமாக இருக்கிறது. ஒவ்வொரு அத்தியாயமும் புதிய தகவல்களை தருகிறது.,comment,2024-09-06,ta
S012,நண்பர்களுடன் சாப்பிட சென்றோம். நல்ல நேரம் கழித்தோம். நிறைய விஷயங்கள் பேசினோம்.,message,2024-08-11,ta
S012,,view,2024-01-15,ta
S012,,react,2024-06-21,ta
S012,,view,2024-12-13,ta
S013,Had a wonderful time at the beach with family today. The sunset was absolutely breathtaking and the kids loved playing in the waves.,caption,2024-02-12,en
S013,The garden is looking beautiful after all the rain we had last weekend. The roses are blooming and the vegetables are growing well.,message,2024-03-10,en
S013,Cooking a new recipe tonight — spicy prawn curry with coconut milk. The whole house smells amazing already and everyone is excited.,message,2024-01-26,en
S013,The garden is looking beautiful after all the rain we had last weekend. The roses are blooming and the vegetables are growing well.,comment,2024-06-16,en
S013,Attended a really interesting public lecture on climate change and sustainable living this evening. Lots of practical ideas to think about.,message,2024-06-16,en
S013,The garden is looking beautiful after all the rain we had last weekend. The roses are blooming and the vegetables are growing well.,message,2024-05-22,en
S013,Caught up with old friends over coffee this afternoon. It is always so good to reconnect and hear what everyone has been up to.,message,2024-02-11,en
S013,Had a wonderful time at the beach with family today. The sunset was absolutely breathtaking and the kids loved playing in the waves.,comment,2024-10-03,en
S013,Started learning a new language this week using an app on my phone. It is challenging but very rewarding to make progress each day.,caption,2024-04-24,en
S013,Finished reading a fascinating book on ancient history last night. I would highly recommend it to anyone who enjoys learning about the past.,comment,2024-11-29,en
S013,Had a wonderful time at the beach with family today. The sunset was absolutely breathtaking and the kids loved playing in the waves.,comment,2024-05-06,en
S013,Had a wonderful time at the beach with family today. The sunset was absolutely breathtaking and the kids loved playing in the waves.,comment,2024-11-14,en
